OBJECTID,objectid_old,billboard_tag_no,billboard_owner,billboard_owner_tag_no,system_number,district,route,county_milepost,cumulative_milepost,county,jurisdiction,status,reason,nhs,type,direction_of_travel,number_of_faces,illuminated,changeable,electronic_variable,condition,feet_from_row,zoning,property_owner,property_address,emergency_contact,x,y,excluded_type,inspected,created_user,created_date,last_edited_user,last_edited_date,x1,y1,globalid_1
236,4644.0,04644,The Lamar Companies,510602,1487.0,2.0,US 95,27.07,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,,Good,20.0,Unzoned Commercial,Spring Valley Trust,"899 N Maine St, Fallon, NV, 89406",,-118.7753202,39.48753255,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1642030099000.0,-118.7753202,39.48753255,{CE9F5D2F-CDCB-498F-B539-34034A2121FC}
242,199.0,04639,Yesco Outdoor Media,510055,1482.0,2.0,IR-80,15.43,,Washoe County,City,Conforming,,Interstate,V-Type,Westbound,2.0,Yes,Yes,Yes,Good,75.0,Unzoned Commercial,KJM Holdings LLC,"2500 Prater Way, Sparks, NV, 89431",,-119.7781306,39.53605138,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573666562000.0,-119.7781306,39.53605138,{0EAD4D66-55B5-4191-B14C-098C472981A6}
246,165.0,03111,The Lamar Companies,011422,293.0,2.0,IR-580,22.84,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,25.0,Unzoned Commercial,Heien Close,,,-119.7848757,39.49518225,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574448222000.0,-119.7848757,39.49518225,{24174A17-653B-421C-A187-219CD3B9EE79}
247,287.0,Tribal,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-119.3049971,39.61761408,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574702258000.0,-119.3049971,39.61761408,{55B43874-CC03-4529-AB0A-121750EB7DE7}
248,105.0,04690,KWS Lucky Bar,,5667.0,2.0,US 95A S,53.68,,Lyon County,,,,,,,2.0,No,No,,,,Zoned Commercial,Danielle Simpson ,"1965 Hwy 95A Fernley Nv, 89408",,-119.2322495,39.54166686,Other,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.2322495,39.54166686,{8D953D31-291C-4222-9894-2783CF6D4C8F}
252,124.0,04641,Yesco Outdoor Media,,1484.0,2.0,US 95 S,61.43,,Mineral County,,,,,,,2.0,Yes,No,,,,Unzoned Commercial,Rick Martinez,,,-118.7553338,38.6443128,Other,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-118.7553338,38.6443128,{F59CC8E3-996F-4CE1-B5F3-032EAF7D4126}
253,5.0,02515,Harrah's Club,,164.0,2.0,US 395,7.49,,Carson City,City,Conforming,,,Single Face,Southbound,1.0,Yes,No,No,Good,80.0,Unzoned Commercial,Harrah's,,,-119.7725953,39.12255552,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574191574000.0,-119.7725953,39.12255552,{2CE80CC6-8BBA-46B0-9041-14761534C84A}
258,181.0,04817,The Lamar Companies,026112,1525.0,2.0,IR-580,20.6,,Washoe County,City,Conforming,,Interstate,V-Type,Northbound,2.0,Yes,No,No,Good,10.0,Unzoned Commercial,Ralph Durham,,,-119.7860329,39.46460403,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574460707000.0,-119.7860329,39.46460403,{76FB1B5C-4ACD-4653-AF94-415339291F96}
259,43.0,03593,Overland Hotel,,550.0,2.0,US 50,20.78,,Churchill County,City,Conforming,,Interstate Highway,Back to Back,,2.0,Yes,No,No,Average,5.0,,Kent I H Co,,,-118.7742269,39.47474466,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574710385000.0,-118.7742269,39.47474466,{C50A31EB-0B8D-458F-BC12-42AD62D0A386}
260,220.0,00396,The Lamar Companies,000472,27.0,2.0,IR-80,10.29,,Washoe County,City,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Good,15.0,,Harrahs,,,-119.8682439,39.52030479,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573674091000.0,-119.8682439,39.52030479,{B4366442-B9CE-4819-9BA6-3830B259FB94}
262,166.0,04634,The Lamar Companies,027192,1477.0,2.0,IR-580,22.7,,Washoe County,City,Conforming,,Interstate,V-Type,Southbound,2.0,Yes,No,No,Good,1.0,Unzoned Commercial,Frank Kujac,,,-119.7855897,39.49320204,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574448417000.0,-119.7855897,39.49320204,{1DCA3157-7385-401B-AD0D-1A325F68E26D}
264,254.0,00325,The Lamar Companies,010582,13.0,2.0,IR-80,29.26,,Washoe County,County,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Good,5.0,,MCCarran MP Sister,,,-119.5490609,39.56116177,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574700913000.0,-119.5490609,39.56116177,{CBFAA8CF-CA7D-405B-8441-2D7F67F08B1A}
265,3.0,00094,The Lamar Companies,,1.0,2.0,US 50,7.21,,Carson City,City,Conforming,,Interstate Highway,Single Face,Westbound,1.0,Yes,No,No,Good,20.0,Unzoned Commercial,Custom Trailers Inc,,,-119.7751809,39.12011418,Other,Yes,TJSmith@dot.nv.gov,1568057172000.0,,1639583968000.0,-119.7751809,39.12011418,{5083FF5D-D59A-4979-A422-2C8B1E9AE158}
269,96.0,01946 -  CANCELLED 7-6-2022,,,125.0,2.0,,13.64,,Lyon County,,,,,,,2.0,No,No,,,,Unzoned Commercial,Jake Johnston,,,-119.1816615,38.99387375,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1657143969000.0,-119.1816615,38.99387375,{EECEEFFD-C557-4048-B724-0518591DAD82}
270,87.0,03735,,,641.0,2.0,US 50,8.5,,Lyon County,County,Conforming,,Interstate Highway,Single Face,Westbound,1.0,No,No,No,Good,0.0,,Julios Bunkowski,,,-119.5667997,39.27326372,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574185033000.0,-119.5667997,39.27326372,{466AC577-3F72-4FD8-8371-0F5DE1602127}
271,169.0,03118,The Lamar Companies,012192,297.0,2.0,IR-580,22.29,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,10.0,Unzoned Commercial,Fletcher Jones,,,-119.786038,39.48752079,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574448763000.0,-119.786038,39.48752079,{53F7E280-701F-4F00-A978-3DF6E0A637A5}
272,14.0,04926,Lamar,53046W,1615.0,2.0,US 50,16.47,,Carson City,City,Conforming,,Interstate Highway,V-Type,Eastbound,2.0,Yes,No,No,Good,15.0,Zoned Commercial,Timothy Moran,,,-119.6834204,39.20774758,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574199215000.0,-119.6834204,39.20774758,{BCC2DB54-F76C-4CF3-AE5B-2A89801C2957}
274,319.0,Excluded,,,,2.0,,,,Lyon County,,,,,,,,,,,,,,,,,-119.2505078,39.59301197,Illegal,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.2505078,39.59301197,{404E076A-D15A-439B-B3B7-4851B1AE59B5}
275,147.0,04692,Areana Outdoor Inc,,5670.0,2.0,IR-80,21.68,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,No,No,No,Average,20.0,Zoned Industrial,Robert Kennerson ,,,-118.4127048,40.21914275,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574801906000.0,-118.4127048,40.21914275,{7F874C58-74B1-4D89-A60C-27818266FA00}
278,210.0,00805,Outfront Media,070530,51.0,2.0,IR-80,6.6,,Washoe County,County,Conforming,,Interstate,Single Face,,1.0,Yes,No,No,Good,,Zoned Commercial,Sharon Silva,"I-80 E, Reno, NV, 89439",,-119.933288,39.51061316,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573672131000.0,-119.933288,39.51061316,{F320FE28-194E-4E38-86CF-09C8C6CFE0EC}
280,161.0,02496,The Lamar Companies,003861,161.0,2.0,IR-580,25.42,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,,Zoned Commercial,Robert Marsh,,,-119.788356,39.53017529,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574446798000.0,-119.788356,39.53017529,{401EDC28-0BAD-4D90-9B55-33C07C9FC242}
288,2761.0,02761,Outfront Media,02033A,188.0,2.0,US 95,27.92,,Churchill County,County,Conforming,,Interstate Highway,Single Face,,1.0,No,No,No,Average,30.0,Other,Virgil Getto,"1505 Lovelock Highway, Fallon, NV, 89406",,-118.7724972,39.49867008,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1572623750000.0,-118.7724972,39.49867008,{FB68116A-2053-4254-8086-2F9C6A0EE1DF}
289,37.0,03399,Stott Outdoor Advertising,,435.0,2.0,US 50,18.33,,Churchill County,County,Conforming,,Interstate Highway,V-Type,Westbound,2.0,Yes,No,No,Average,5.0,Unzoned Commercial,Southern Pacific Trans Co,,,-118.8183507,39.48098084,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1641858952000.0,-118.8183507,39.48098084,{59C79E60-D9F8-4077-AAA8-341C7028DFDA}
291,173.0,04613,Saunders Outdoor Advertising,211,1456.0,2.0,IR-580,19.18,,Washoe County,City,Conforming,,Interstate,V-Type,Southbound,2.0,Yes,No,No,Good,30.0,Unzoned Commercial,Farahi Investments Co,,,-119.7732912,39.4475925,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574449843000.0,-119.7732912,39.4475925,{6894E2C0-094B-4360-9C78-14739203BEE5}
292,32.0,03820,The Lamar Companies,510632,715.0,2.0,US 50,16.65,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Westbound,2.0,No,No,No,Good,2.0,Unzoned Commercial,Troy & Ramona Moyle,,,-118.8490942,39.48570342,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1641855947000.0,-118.8490942,39.48570342,{C1A1F96A-4BBA-4F19-98F1-333D74198138}
299,289.0,Tribal,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-119.3071937,39.61709897,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574702247000.0,-119.3071937,39.61709897,{6A4A308A-F2ED-4CF1-9AB6-02D87EDA8CBE}
302,308.0,Tribal,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-118.8064193,38.92505656,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1572629039000.0,-118.8064193,38.92505656,{E28AA6F1-0EB0-4968-B1BB-3CD71B1523CB}
303,232.0,04976,The Lamar Companies,,1664.0,2.0,IR-80,14.56,,Washoe County,City,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Good,125.0,Unzoned Commercial,Gregory Wood,,,-119.7936978,39.53623511,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573676288000.0,-119.7936978,39.53623511,{06A78366-BDCC-4EA6-9E70-385F396B385C}
310,24.0,04968,Hollyhock Ent LLC,,1656.0,2.0,US 50,14.19,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,No,Average,15.0,Unzoned Commercial,Jim & Jan Biffel,,,-118.8926499,39.49287692,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574707745000.0,-118.8926499,39.49287692,{B2ADCD07-BCED-4D71-872B-37C96EC5C45F}
312,260.0,01103,Outfront Media,,71.0,2.0,IR-80,25.8,,Washoe County,County,Conforming,,Interstate,Single Face,Westbound,1.0,Yes,Yes,No,Average,20.0,,MCCarran Ranch,,,-119.6036783,39.53575257,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1575488034000.0,-119.6036783,39.53575257,{1352AE9B-847F-4AF9-BDB5-2FEABB5DEEED}
315,68.0,03282,Areana Outdoor Inc,,367.0,2.0,IR-80,4.08,,Lyon County,County,Conforming,,Interstate,Single Face,Westbound,1.0,Yes,No,No,Average,30.0,Zoned Commercial,Sonterra Development Co LLC,,,-119.2100272,39.6177033,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574808243000.0,-119.2100272,39.6177033,{F87BC2EF-4D64-47C8-A80D-0531FB920CE9}
316,88.0,04636,Lennar Reno LLC,,1479.0,2.0,US 50,11.22,,Lyon County,County,Conforming,,Interstate Highway,V-Type,Eastbound,2.0,No,No,No,Good,30.0,Unzoned Commercial,Spencer Gill,,,-119.5264715,39.29609002,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574185015000.0,-119.5264715,39.29609002,{1C465DEF-99FC-4FEC-B054-2F5D41758986}
317,118.0,04711,GP Global,,5707.0,2.0,US 95,49.0,,Mineral County,County,Conforming,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,5.0,Zoned Commercial,Mac Potter,,,-118.6096511,38.52480403,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574718607000.0,-118.6096511,38.52480403,{B7791BB3-EEE8-4206-8F34-151C147627A3}
320,272.0,04654,,,1497.0,2.0,US 395,33.87,,Washoe County,County,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Average,10.0,Unzoned Commercial,Maree Debard,,,-119.8735099,39.61693862,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1643068586000.0,-119.8735099,39.61693862,{DC731CF7-EBA9-4E49-917A-19068A88B5F4}
326,300.0,Tribal ,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-118.8025615,38.9097113,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1572628885000.0,-118.8025615,38.9097113,{7F8043A8-108D-42E0-A217-3D189B31386F}
331,256.0,01107,Viacom Outdoor,,74.0,2.0,IR-80,26.73,,Washoe County,County,Non-conforming,Access from right of way,Interstate Highway,Single Face,Westbound,1.0,Yes,No,No,Average,25.0,,MCCarran Ranch,,,-119.5923716,39.54558366,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1575487501000.0,-119.5923716,39.54558366,{CAEB8810-0DDF-47BD-9E48-44ECA0F88CF5}
334,202.0,03210,Outfront Media,065063,331.0,2.0,IR-80,2.67,,Washoe County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,Yes,No,No,Good,5.0,Unzoned Commercial,Interstate Developments,"420 Gold Ranch Rd, Reno , NV, 89439",,-120.0001715,39.50418659,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573668718000.0,-120.0001715,39.50418659,{41CF9D13-C7AF-4616-AE3B-0F08CCD25887}
337,7.0,04658,Outfront Media,918577,1401.0,2.0,US 50,12.4,,Carson City,City,Conforming,,Interstate Highway,Back to Back,Westbound,2.0,Yes,No,No,Good,10.0,Zoned Commercial,NDOT,,,-119.7419535,39.17466058,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574194737000.0,-119.7419535,39.17466058,{6F326C2C-D49A-4ED0-A0FC-2B730AD5AA1E}
340,,Pending,Lamar,000911/000921,,2.0,East Second Street,,,Washoe County,City,,,MAP 21,Back to Back,Westbound,2.0,Yes,No,No,Good,3.0,Other,Renown Businesses Inc.  ,0 Manuel St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570472476000.0,BSlobe@dot.nv.gov,1580754957000.0,,,{BAB573BD-103E-4B2F-A8F3-179F637F1249}
341,,999999,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,TJSmith@dot.nv.gov,1570472905000.0,TJSmith@dot.nv.gov,1570473024000.0,,,{D493549A-C520-4DCD-A93F-2D34E142ADD6}
343,,Pending,Lamar,028041,,2.0,West Second Street,,,Washoe County,City,,,MAP 21,Back to Back,Westbound,2.0,Yes,No,No,Good,15.0,Other,Dhillon on Living Trust ,975 W. 2nd St,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570474264000.0,BSlobe@dot.nv.gov,1580755122000.0,,,{0AB5C002-5285-49A7-A871-466B6CEA5EA4}
344,,Pending,Lamar,002951,,2.0,Keystone Avenue,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,Other,Tabrizi Family Trust 2018 Trust ,236 Keystone Ave ,,,,Map 21,,BSlobe@dot.nv.gov,1570474488000.0,BSlobe@dot.nv.gov,1580755140000.0,,,{E4953AE6-7359-4C67-AB7B-0160B5BA43AC}
352,,Pending,Lamar,010715/010702,,2.0,East Moana Lane,,,Washoe County,City,,,MAP 21,Back to Back,Westbound,2.0,Yes,No,No,Good,0.0,Zoned Commercial,BMM Ski LLC ,475 E. Moana Ln. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570741690000.0,BSlobe@dot.nv.gov,1580755194000.0,,,{DC5EC84B-F0AA-495F-A200-30256956ACBF}
354,,Pending ,Lamar ,011581/,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,0.0,Zoned Commercial,RTC Washoe County,3501 S. Virginia St. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570742853000.0,BSlobe@dot.nv.gov,1580755206000.0,,,{52C182A0-C4FC-4501-BD84-323FBA2A2FBC}
356,,Pending ,Lamar ,004871,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,3.0,,NP Reno Convention Center LLC,0 Kietzke Ln. ,,,,Map 21,Yes,BSlobe@dot.nv.gov,1570743461000.0,BSlobe@dot.nv.gov,1580755258000.0,,,{DE86EB6D-A165-42D0-967D-3DE4B5EBAC97}
372,,None NHS,On Premise Steamboat Hotsprings,,,2.0,US 395A,,,Washoe County,,,,,Single Face,Northbound,1.0,No,No,No,Average,30.0,Other,International Community of Christ,16010 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571349708000.0,BSlobe@dot.nv.gov,1580756051000.0,,,{DFDBF8E1-99FB-4C81-B488-377D50ACB037}
374,,None NHS,Unknown Blank Board,NA,,2.0,US 395A,,,Washoe County,,,,,Single Face,Northbound,1.0,Yes,No,No,Average,15.0,Other,William J. Simons Trust,16250 US Highway 395 S. ,,,,Other,,BSlobe@dot.nv.gov,1571349999000.0,BSlobe@dot.nv.gov,1580756070000.0,,,{671F480D-7FE0-4771-A942-2C80F4BCB852}
380,,Pending,Lamar ,009212/009202,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571420666000.0,BSlobe@dot.nv.gov,1580755835000.0,,,{1D54AB40-874F-4521-A706-2378240A8BF0}
382,,Pending,Lamar ,011011/011811/028071/028081,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,4.0,Yes,No,No,Good,2.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571420988000.0,BSlobe@dot.nv.gov,1580755738000.0,,,{4A83673F-04A8-4572-B901-16B7B68E6C74}
383,,Pending,OutFront Media ,04381A/65982B,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Good,8.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421110000.0,BSlobe@dot.nv.gov,1580755668000.0,,,{0D60701A-1EC8-47C2-8476-2B2BBA3B0901}
389,,Pending,Lamar ,021042/021052,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571421930000.0,BSlobe@dot.nv.gov,1580755601000.0,,,{60DD2600-6D40-4639-A5B9-447A740AD552}
390,,Pending,Lamar ,021062/?????,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Good,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571422044000.0,BSlobe@dot.nv.gov,1580755584000.0,,,{CC5F0933-5A86-412D-A034-277EFEA62A5B}
391,,Pending,Lamar ,025042/NA,,2.0,US 395A,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Good,-4.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1571422234000.0,BSlobe@dot.nv.gov,1580755563000.0,,,{E9B64820-E373-4F9E-B0C0-285A8D62EA42}
395,,Tribal,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal,Interstate Highway,Single Face,Southbound,1.0,No,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572552929000.0,jroberts2@dot.nv.gov,1572628769000.0,,,{44994F10-E49F-4BA1-AC89-1E020072BE32}
399,,Tribal,,,,2.0,US 95,,,Mineral County,County,Non-conforming,Tribal ,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572553698000.0,jroberts2@dot.nv.gov,1572628837000.0,,,{7D9709EB-CD31-4FE6-ACD3-4918E84A9201}
400,,Tribal,,,,2.0,US 95,,,Lyon County,County,Non-conforming,Tribal ,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1572553698000.0,jroberts2@dot.nv.gov,1572553698000.0,,,{3E83960E-C39D-4728-86AB-0DF439798D5C}
405,,On Premise,Gold Ranch,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1573670474000.0,jroberts2@dot.nv.gov,1573670489000.0,,,{C3D8D547-0FFA-451E-B706-21967F9A6D3E}
410,,Illegal ,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574376186000.0,jroberts2@dot.nv.gov,1574376186000.0,,,{3A84097C-C4D7-49A1-A372-3508EBF76418}
415,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574376487000.0,jroberts2@dot.nv.gov,1574376487000.0,,,{03DF6E5D-B8F5-4D91-AA9D-1523390654F2}
420,,On Premise ,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,jroberts2@dot.nv.gov,1574462014000.0,jroberts2@dot.nv.gov,1574462014000.0,,,{45CEE383-6C22-46E3-8090-44B5CC9D2873}
426,,Illegal,,,,2.0,US 50A,,,Lyon County,County,,,Interstate Highway,Single Face,Eastbound,1.0,No,No,No,Average,0.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1574703883000.0,BSlobe@dot.nv.gov,1574703909000.0,,,{7F68CDB3-1EBB-4608-B7D1-26BD538AAE6A}
436,,Illegal ,,,,,US 95,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1574719669000.0,jroberts2@dot.nv.gov,1574719669000.0,,,{1CC2357B-E456-4BB2-8BD0-32C3D9FCEC35}
437,,5010,Arena Outdoor ,,5746.0,2.0,IR-80,,100.90,Pershing County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,10.0,Zoned Industrial,,,,,,Other,,BSlobe@dot.nv.gov,1574794215000.0,BSlobe@dot.nv.gov,1574878600000.0,,,{931BCA92-ABB1-4D6D-B09F-493AB6CDBC0F}
439,,5014,Robert Kennerson,,5751.0,2.0,IR-80,,101.10,Pershing County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,10.0,Zoned Industrial,Arena Outdoor,,,,,Other,,BSlobe@dot.nv.gov,1574794335000.0,BSlobe@dot.nv.gov,1574878140000.0,,,{2527112F-FD20-40D6-AF4C-138CC2B20EFC}
440,,5012,Arena Outdoor ,,5748.0,2.0,IR-80,,101.20,Pershing County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,10.0,Zoned Industrial,Robert Kennerson,,,,,Other,,BSlobe@dot.nv.gov,1574794491000.0,BSlobe@dot.nv.gov,1574877849000.0,,,{D160FD59-02B7-4AE0-B529-37CE01DA4381}
441,,Illegal,Marten house museum,,,,IR-80,,,Pershing County,,Non-conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,10.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574795924000.0,BSlobe@dot.nv.gov,1574795924000.0,,,{AD307943-593C-4178-A32A-2B3485020F55}
445,,4685,GP Global,,5660.0,2.0,IR-80,11.64,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,Yes,No,No,Average,30.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574804616000.0,BSlobe@dot.nv.gov,1574804616000.0,,,{2A1FA2A6-8EA5-415E-9447-16BD3A890B67}
446,,4699,Arena Outdoor ,,5684.0,2.0,IR-80,11.27,,Pershing County,County,Conforming,,Interstate,V-Type,Westbound,2.0,No,No,No,Average,30.0,,,,,,,Other,,BSlobe@dot.nv.gov,1574804776000.0,BSlobe@dot.nv.gov,1574804776000.0,,,{BD2DE41F-91CA-4EA4-84A1-31D327669D29}
453,,04120,The Lamar Companies ,021092,982.0,2.0,SR 659,,17.38,Washoe County,City,Conforming,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,1.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575492269000.0,,1604515638000.0,,,{1F37D7D1-CA7D-4CC5-A3CA-12DF9BEBE132}
457,,04649,Outfront Media,66116A,1492.0,2.0,SR 659,,17.60,Washoe County,City,Conforming,,,Back to Back,Northbound,2.0,Yes,No,No,Good,5.0,,,,,,,Other,,jroberts2@dot.nv.gov,1575494141000.0,,1604515690000.0,,,{0BCFAE87-F056-40EE-8163-3E87F6C13336}
458,,Illegal ,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1575494334000.0,jroberts2@dot.nv.gov,1575494334000.0,,,{D7B65566-B916-42FB-9A32-2595EDC74B1E}
465,,Tribal ,The Lamar Companies ,023062,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Southbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575577259000.0,jroberts2@dot.nv.gov,1575577259000.0,,,{3AD02C1F-9565-43AF-A01D-3C9B71EFD237}
466,,Illegal ,,,,2.0,US 395,,,Douglas County,County,Non-conforming,On forestry land,Interstate Highway,Back to Back,Northbound,2.0,No,No,No,Average,,,,,,,,Illegal,,jroberts2@dot.nv.gov,1575577546000.0,jroberts2@dot.nv.gov,1575577546000.0,,,{2717BA3E-96B9-44FC-B10B-08F39823632B}
470,,Tribal ,,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Average,,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575577835000.0,jroberts2@dot.nv.gov,1575577835000.0,,,{BAD1B344-D82C-44E3-BAF8-46D311E9DD61}
471,,Tribal ,The Lamar Companies ,015102,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,10.0,,,,,,,Tribal,,jroberts2@dot.nv.gov,1575578413000.0,jroberts2@dot.nv.gov,1575578413000.0,,,{AD73BDE5-DF3E-4ACA-8975-2102CC4D7793}
