OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
87,102,8,-115.2347785,36.1598068, ,1000,S,Torrey Pines,13835402011,13835402011, ,Green,UK,288,0,0, , , , ,DONREY, ,0,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,43658,0,0.67,701,0,13835402011,701,701,138,35,4,02,011,213,2419-94,2419,103,15971.10357,3007,C,34,6,4,521,,161583.3057,1,0,83,11202.31054,17.50361022,89107,266082,213,A & R L L C,667 SOLITUDE ROCK CT,HENDERSON NV 89012, , , , ,890120000, ,1000, ,S,TORREY PINES,DR,LV, , , ,00000000, ,PT SE4 SW4 SEC 35 20 60, , , , , ,2027,1966,20240614, ,2.02406E+12, ,NS,2400000,M,20240601, , , ,35,20,60,355000,1, ,1,178758, ,0,0,80458, ,0, ,0, ,0, ,0,0,168544,80344,0, ,0,0,0,0,0, ,0,0,0,N,20240717,20240717,0, ,13835402009,0, ,138,13835,138354,13835402,138,138354020,354,020,11,89012,0,001000   S TORREY PINES          DR  L,3520  60,0000,0000,A & R L L C                     667 SOLITUDE ROCK CT            HENDERSON NV 89012,001000   S TORREY PINES          DR, ,355,698.2888869,29317.99609,698.2888868614729
88,105,20,-115.2248183,36.15903724, ,6151,W,Charleston,16301101001,16301101002, ,Green,UK,288,40,0,10/24/1984, , , ,DONREY, ,0,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,10277,0,4.42,701,0,16301101001,701,701,163,01,1,01,001,200,2521-11,2521,2905,22083.86182,3009,C,10,3,4,544,,161583.3057,1,0,83,11202.31054,17.50361022,89146,483798,200,CHURCH METHODIST TRINITY UNITED,C/O BOARD OF TRUSTEES,6151 W CHARLESTON BLVD,LAS VEGAS NV 89146-1126, , , ,891461126, ,6151, ,W,CHARLESTON,BLVD,LV, ,+.01A COR;CA-7/6/72;.01A VAC 20020924:1018, ,00000000, ,PT GOV LOT 12, , , , , ,2027,1965,19640327, ,1.96403E+12, ,NS,0, , , , , ,01,21,60,420000,1, ,4,1152322, ,0,0,424991, ,0, ,0, ,0,25,1577313,0,1091673,424698,0, ,980486,0,0,0,0, ,0,0,0,N,20250702,20250702,0, ,16301101001,0, ,163,16301,163011,16301101,163,163011010,011,010,01,89146,1126,006151   W CHARLESTON            BLVDL,0121  60,0000,0000,CHURCH METHODIST TRINITY UNITED C/O BOARD OF TRUSTEES           6151 W CHARLESTON BLVD          LAS VEGAS NV 89146-1126,006151   W CHARLESTON            BLVD, ,420,1823.725328,192827.0332,1823.7253281472185
89,107,27,-115.2183655,36.15933992,AA,5636,W,Charleston,13836408002,13836408002, ,Green,UK,672,40,0,9/22/1986,U-67-86, ,U-67-86(1)&(2),"1997 review incomplete, needs a review",14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,527803,0,1.1,701,0,13836408002,701,701,138,36,4,08,002,213,2421-93,2421,107,15976.53479,3000,C,10,3,4,523,,161583.3057,1,0,83,11202.31054,17.50361022,89146,268922,213,UPLAND SQUARE L L C,C/O BEST CO,6450 SPRING MOUNTAIN RD # 12,LAS VEGAS NV 89146-8836, , , ,891468836, ,5650, ,W,CHARLESTON,BLVD,LV, , , ,00000000, ,PT GOV LOT 53, , , , , ,2027,1964,20000606, ,2.00006E+12, ,NS,0, , , , , ,36,20,60,355000,1, ,1,318641, ,0,0,297607, ,0, ,0, ,0, ,0,0,301871,304435,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13836408002,0, ,138,13836,138364,13836408,138,138364080,364,080,02,89146,8836,005650   W CHARLESTON            BLVDL,3620  60,0000,0000,UPLAND SQUARE L L C             C/O BEST CO                     6450 SPRING MOUNTAIN RD # 12    LAS VEGAS NV 89146-8836,005650   W CHARLESTON            BLVD, ,355,1080.596553,50396.58203,1080.5965533488327
90,108,26,-115.217328,36.15939839,AA,5600,W,Charleston,13836408006,13836408008, ,Green,UK,288,40,0,11/14/1983, , , ,DONREY, ,1,300, ,1,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89146,,213,GETTY LEASING INC,,,,,,,,,5600,,W,CHARLESTON,BLVD,,,,,,,,,,,,,,,,,,,,3700000,,20191101,,,,,,,370000,,,,243324,,,,213276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005600   W CHARLESTON            BLVD,,,,,
91,109,25,-115.2151158,36.15891127, ,5301,W,Charleston,16301501011,16301501005,Clear Channel Outdoor,Red,CC,672,40,0,6/7/1989, ,V-23-89,"RQR-30592;RQR-17662; RQR-12232, V-23-89(1),(2)&(3)", ,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,515870,0,5.74,701,0,16301501011,701,701,163,01,5,01,011,213,2521-16,2521,1003,21474.83292,3003,C,10,3,4,548,,161583.3057,1,0,83,11202.31054,17.50361022,89146,484395,213,M D C COAST 13 L L C,C/O LEGAL DEPARTMENT,11995 EL CAMINO REAL,SAN DIEGO CA 92130, , , ,921300000, ,5301, ,W,CHARLESTON,BLVD,LV, , , ,PM01070034        L2, ,PARCEL MAP FILE 107 PAGE 34,LOT 2, , , , ,2027,2001,20221122, ,2.02211E+12, ,NS,15162984,R,20221101, , , ,01,21,60,358000,1, ,6,1496453, ,0,0,346391, ,0, ,0, ,0, ,0,0,1417693,350503,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16301501009,0, ,163,16301,163015,16301501,163,163015010,015,010,11,92130,0,005301   W CHARLESTON            BLVDL,0121  60,0107,0034,M D C COAST 13 L L C            C/O LEGAL DEPARTMENT            11995 EL CAMINO REAL            SAN DIEGO CA 92130,005301   W CHARLESTON            BLVD, ,358,2568.806967,249964.7871,2568.806966520142
92,110,23,-115.2140624,36.15933613,AA,5300,W,Charleston,13836815001,13836803003,Clear Channel Outdoor,Red,CC,288,30,0, ,U-84-86, ,U-84-86(1)&(2),"Abeyed 11/26/96, 5 yr review has not been done", ,1,300, ,1,ADDRESS,LOW,Matched via address best-effort (may be approximate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89146,,213,RHINO HOLDINGS MOHAWK L L C,,,,,,,,,5300,,W,CHARLESTON,BLVD,,,,,,,,,,,,,,,,,,,,2000000,,20250801,,,,,,,0,,,,506930,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005300   W CHARLESTON            BLVD,,,,,
93,111,26,-115.2120599,36.15892888, ,5200,W,Charleston,16301502014,16301502002, ,Green,UK,288,40,0, , , , ,DONREY,12x24,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,41331,0,0.66,701,0,16301502014,701,701,163,01,5,02,014,213,2521-18,2521,1003,21474.83292,3003,C,10,3,4,548,,161583.3057,1,0,83,11202.31054,17.50361022,89146,484403,213,ALEXANDER LIVING TRUST,ALEXANDER GEORGE & LILLIAN TRS,3744 E CHAPMAN AVE # 12355,ORANGE CA 92859, , , ,928590000, ,5231, ,W,CHARLESTON,BLVD,LV, , , ,PM01100019        L1, ,PARCEL MAP FILE 110 PAGE 19,LOT 1, , , , ,2027,2006,20200410, ,2.02004E+12, ,NS,2745000,R,20200401, , , ,01,21,60,335000,1, ,1,210306, ,0,0,287900, ,0, ,0, ,0, ,0,0,199238,288433,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16301502003,0, ,163,16301,163015,16301502,163,163015020,015,020,14,92859,0,005231   W CHARLESTON            BLVDL,0121  60,0110,0019,ALEXANDER LIVING TRUST          ALEXANDER GEORGE & LILLIAN TRS  3744 E CHAPMAN AVE # 12355      ORANGE CA 92859,005231   W CHARLESTON            BLVD, ,335,771.3207554,28399.85156,771.3207553531535
94,113,19,-115.2069967,36.15932176,AA,4820,W,CHARLESTON,13836804008,13836804008,LAMAR,Orange,LM,672,40,711,1/13/1995,U-262-94, ,RQR-39107; 22322; 4240; 1979, ,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,738185,0,0.72,701,0,13836804008,701,701,138,36,8,04,008,213,2421-99,2421,107,15976.53479,3000,C,10,3,4,523,,161583.3057,1,0,83,11202.31054,17.50361022,89146,269925,213,CHARWEST INC,4820 W CHARLESTON BLVD,LAS VEGAS NV 89146-1400, , , , ,891461400, ,4820, ,W,CHARLESTON,BLVD,LV, , , ,00000000, ,PT GOV LOT 63, , , , , ,2027,1967,20000821, ,2.00008E+12, ,NS,0, , , , , ,36,20,60,370000,1, ,1,208564, ,0,0,62866, ,0, ,0, ,0, ,0,0,197587,62146,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13836804008,0, ,138,13836,138368,13836804,138,138368040,368,040,08,89146,1400,004820   W CHARLESTON            BLVDL,3620  60,0000,0000,CHARWEST INC                    4820 W CHARLESTON BLVD          LAS VEGAS NV 89146-1400,004820   W CHARLESTON            BLVD, ,370,754.06473,31189.78711,754.0647299865134
95,114,28,-115.2055196,36.15859207, ,4717,W,Charleston,16206102001,16206102001, ,Green,UK,672,40,0,2/11/1985, , , ,MARTIN,14x48,1,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,830449,0,0.47000000000000003,701,0,16206102001,701,701,162,06,1,02,001,213,2522-12,2522,1004,23018.88734,3043,C,10,3,4,550,,161583.3057,1,0,83,11202.31054,17.50361022,89102,440977,213,S W & S H FAMILY TRUST,PARK SOONHI & SUNGWON TRS,C/O STARBUCKS COFFEE CO~C/O MAIL,2401 UTAH AVE S # 800,SEATTLE WA 98134, , ,981340000, ,4717, ,W,CHARLESTON,BLVD,LV, , , ,00000000, ,PT GOV LOT 4, , , , , ,2027,2015,20160909, ,2.01609E+12, ,NS,2500000,R,20160901, , , ,06,21,61,360000,1, ,0,165381, ,0,0,188948, ,0, ,0, ,0, ,0,0,163016,192378,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16206102001,0, ,162,16206,162061,16206102,162,162061020,061,020,01,98134,0,004717   W CHARLESTON            BLVDL,0621  61,0000,0000,S W & S H FAMILY TRUST          PARK SOONHI & SUNGWON TRS       C/O STARBUCKS COFFEE CO~C/O MAIL2401 UTAH AVE S # 800           SEATTLE WA 98134,004717   W CHARLESTON            BLVD, ,360,565.7563794,20602.01953,565.7563794397433
96,115,14,-115.1954273,36.15923795, ,4100,W,Charleston,13931899005,13931801009,Clear Channel Outdoor,Red,CC,672,40,0, ,U-216-90, ,RQR-39097; 21349; 12233; 5939, ,14x48,1,300, ,1,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89102,,200,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,116,7,-115.1940637,36.15918975,AA,3920,W,CHARLESTON,13931801018,13931801011,LAMAR,Orange,LM,672,55,347,6/2/1994,U-43-94, ,RQR-34974; 21510; 5168; 2861, ,14x48,0,300, ,1,APN,HIGH,Matched via APN/PARCEL exact join,294750,0,3.06,701,0,13931801018,701,701,139,31,8,01,018,213,2422-97,2422,105,19501.19535,3045,C,10,3,4,524,,161583.3057,1,0,83,11202.31054,17.50361022,89102,318779,213,D J S DEVELOPMENT L L C,16461 SHERMAN WAY # 140,VAN NUYS CA 91406, , , , ,914060000, ,3920, ,W,CHARLESTON,BLVD,LV, , , ,00000000, ,PT SW4 SE4 SEC 31 20 61, , , , , ,2027,1972,20160908, ,2.01609E+12, ,NS,3500000,R,20160901, , , ,31,20,61,335000,1, ,3,816426, ,0,0,809351, ,0, ,0, ,0, ,0,0,699794,826230,0, ,0,0,0,0,0, ,0,0,0,N,20251006,20251006,0, ,13931801012,0, ,139,13931,139318,13931801,139,139318010,318,010,18,91406,0,003920   W CHARLESTON            BLVDL,3120  61,0000,0000,D J S DEVELOPMENT L L C         16461 SHERMAN WAY # 140         VAN NUYS CA 91406,003920   W CHARLESTON            BLVD, ,335,1494.652432,133415.7773,1494.6524323074348
98,118,22,-115.1567901,36.15864303, ,0, , ,16204504011,16204504009, ,Green,UK,672,40,0, , , , ,DONREY,14x48,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,427782,0,2.59,701,0,16204504011,701,701,162,04,5,04,011,212,2524-18,2524,204,18398.81093,5562,E,15,10,4,558,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438236,212,L G C 231 L L C,6140 BRENT THURMAN WAY # 140,LAS VEGAS NV 89148, , , , ,891480000, ,241, ,W,CHARLESTON,BLVD,LV,180,CF 89-2004;+.07A COR;CA-20130813:3708, ,PM01080005        L1, ,PARCEL MAP FILE 108 PAGE 5,LOT 1, , , , ,2027,1955,20031222, ,2.00312E+12, ,NS,0, , , , , ,04,21,61,358000,1, ,3,939791, ,0,0,625999, ,0, ,0, ,0, ,0,0,939791,623279,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204504009,0, ,162,16204,162045,16204504,162,162045040,045,040,11,89148,0,000241   W CHARLESTON            BLVDL,0421  61,0108,0005,L G C 231 L L C                 6140 BRENT THURMAN WAY # 140    LAS VEGAS NV 89148,000241   W CHARLESTON            BLVD, ,358,1460.274335,111598.0117,1460.2743346032753
99,119,33,-115.1565005,36.15911151, ,1001, ,Iron Hourse,13933810004,13933810004,Clear Channel Outdoor,Red,CC,288,30,0, , , , , , ,0,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,421542,0,3.18,807,0,13933810004,807,807,139,33,8,10,004,203,2424-97,2424,301,35552.9138,4615,D,11,2,4,528,,161583.3057,1,0,83,11202.31054,17.50361022,89106,320604,203,ETERNO RESORTS S P E L L C,C/O BRAIN BURDZINSKI,840 S RANCHO DR # 4-572,LAS VEGAS NV 89106, , , ,891060000, ,1001, , ,IRON HORSE,CT,LV, , , ,PB00530061        L8, ,PARKWAY CENTER,PLAT BOOK 53 PAGE 61,LOT 8, , , ,2027,0,20250515, ,2.02505E+12, ,NS,0, , , , , ,33,20,61,0,0, ,3,0, ,0,0,0, ,0, ,0, ,0, ,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0,N,20250612,20250612,0, ,13933810004,0, ,139,13933,139338,13933810,139,139338100,338,100,04,89106,0,001001     IRON HORSE            CT  L,3320  61,0053,0061,ETERNO RESORTS S P E L L C      C/O BRAIN BURDZINSKI            840 S RANCHO DR # 4-572         LAS VEGAS NV 89106,001001     IRON HORSE            CT, ,0,1546.492413,138333.1328,1546.492413104671
100,120,34,-115.1559301,36.15913203, ,1022, ,Commerce,13933801018,13933801014,Clear Channel Outdoor,Red,CC,288,30,0, , , , , , ,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,139927,0,3.49,701,0,13933801018,701,701,139,33,8,01,018,203,2424-98,2424,7900,18758.08233,4605,D,11,2,4,529,,150972.2077,3,0,57,8235.233709,12.86755267,89106,320595,203,1000 & 1018 S COMMERCE L L C,C/O S MOLASKY,920 S COMMERCE ST,LAS VEGAS NV 89106, , , ,891060000, ,1022, ,S,COMMERCE,ST,LV, , , ,00000000, ,PT SE4 SE4 SEC 33 20 61, , , , , ,2027,0,20250310, ,2.02503E+12, ,NS,3500000,R,20231101, , , ,33,20,61,0,0, ,3,1771840, ,0,0,0, ,0, ,0, ,0, ,0,0,1771840,0,0, ,0,0,0,0,0, ,0,0,0,N,20240916,20240916,0, ,13933801017,0, ,139,13933,139338,13933801,139,139338010,338,010,18,89106,0,001022   S COMMERCE              ST  L,3320  61,0000,0000,1000 & 1018 S COMMERCE L L C    C/O S MOLASKY                   920 S COMMERCE ST               LAS VEGAS NV 89106,001022   S COMMERCE              ST, ,0,2697.040564,152215.8984,2697.040564390596
101,122,14,-115.1357884,36.15866662, ,1292,E,Charleston,16202110005,16202110001,Clear Channel Outdoor,Red,CC,288,40,1953,1/7/1996, ,V-0068-90,RQR-29809; RQR-15054; V-68-90(1), ,12x24,1,300, ,3,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89104,,203,OELSNER COMMERCIAL PROPERTIES,,,,,,,,,1300,,E,CHARLESTON,BLVD,,,,,,,,,,,,,,,,,,,,900000,,19970601,,,,,,,358000,,,,244242,,,,289756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001300   E CHARLESTON            BLVD,,,,,
102,123,16,-115.1323583,36.15869632, ,1524,E,Charleston,16202111001,16202111001, ,Green,UK,288,40,0, , , , ,DONREY,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,557342,0,0,703,0,16202111001,703,703,162,02,1,11,001,203,2526-13,2526,1300,19091.79862,5384,E,15,10,1,571,,150972.2077,3,0,57,8235.233709,12.86755267,89104,433236,203,KIMBROUGH FAMILY TRUST ETAL,KIMBROUGH DENNIS TRS,4125 MARKET ST STE 5,VENTURA CA 93003, , , ,930030000, ,1524, ,E,CHARLESTON,BLVD,LV, , , ,PB00020066  B2    L1, ,CHARLESTON SQUARE TRACT #1,PLAT BOOK 2 PAGE 66,LOT 1 BLOCK 2,& VAC RD, , ,2027,1992,20230203, ,2.02302E+12, ,NS,0, , , , , ,02,21,61,730000,1, ,0,32930, ,0,0,4639, ,0, ,0, ,0, ,0,0,31101,4678,0, ,0,0,0,0,0, ,0,0,0,Y,20240102,20240102,0, ,16202111001,0, ,162,16202,162021,16202111,162,162021110,021,110,01,93003,0,001524   E CHARLESTON            BLVDL,0221  61,0002,0066,KIMBROUGH FAMILY TRUST ETAL     KIMBROUGH DENNIS TRS            4125 MARKET ST STE 5            VENTURA CA 93003,001524   E CHARLESTON            BLVD, ,730,403.2401715,10566.13086,403.2401715239554
103,124,16,-115.1315544,36.15868637, ,1548,E,Charleston,16202111039,16202111039, ,Green,UK,288,40,0, , , , ,DONREY,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,247191,0,0,703,0,16202111039,703,703,162,02,1,11,039,203,2526-13,2526,1300,19091.79862,5384,E,15,10,1,571,,150972.2077,3,0,57,8235.233709,12.86755267,89104,433274,203,KIMBROUGH FAMILY TRUST ETAL,KIMBROUGH DENNIS TRS,4125 MARKET ST STE 5,VENTURA CA 93003, , , ,930030000, ,1548, ,E,CHARLESTON,BLVD,LV, , , ,PB00020066PTB1    L3, ,CHARLESTON SQUARE TRACT #1,PLAT BOOK 2 PAGE 66,PT LOT 3 BLOCK 1,& PT LOT 4, , ,2027,1967,20230203, ,2.02302E+12, ,NS,0, , , , , ,02,21,61,358000,1, ,0,54886, ,0,0,106148, ,0, ,0, ,0, ,0,0,51836,106088,0, ,0,0,0,0,0, ,0,0,0,Y,20240130,20240130,0, ,16202111039,0, ,162,16202,162021,16202111,162,162021110,021,110,39,93003,0,001548   E CHARLESTON            BLVDL,0221  61,0002,0066,KIMBROUGH FAMILY TRUST ETAL     KIMBROUGH DENNIS TRS            4125 MARKET ST STE 5            VENTURA CA 93003,001548   E CHARLESTON            BLVD, ,358,531.8670446,17597.1543,531.8670445885484
104,125,18,-115.1294192,36.15906323, ,1647,E,Charleston,13935413031,13935413031, ,Green,UK,288,40,0, , , , ,DONREY,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,222008,0,0,703,0,13935413031,703,703,139,35,4,13,031,203,2426-93,2426,600,10938.2623,4547,D,11,2,1,1307,,150972.2077,3,0,57,8235.233709,12.86755267,89104,323477,203,CHAN STEPHANIE,700 SHOOTING STAR ST,LAS VEGAS NV 89107, , , , ,891070000, ,1647, ,E,CHARLESTON,BLVD,LV, , , ,PB00020047  B4    L15, ,MAYFAIR TRACT #2 AMD,PLAT BOOK 2 PAGE 47,LOT 15 BLOCK 4, , , ,2027,1951,20180404, ,2.01804E+12, ,NS,232000,R,20180401, , , ,35,20,61,358000,1, ,0,21956, ,0,0,30692, ,0, ,0, ,0, ,0,0,20736,30663,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13935413031,0, ,139,13935,139354,13935413,139,139354130,354,130,31,89107,0,001647   E CHARLESTON            BLVDL,3520  61,0002,0047,CHAN STEPHANIE                  700 SHOOTING STAR ST            LAS VEGAS NV 89107,001647   E CHARLESTON            BLVD, ,358,368.0154306,7020.941406,368.0154306
105,126,16,-115.1291025,36.15867232, ,1636,E,Charleston,16202113005,16202113005, ,Green,UK,288,40,0, , , , ,DONREY,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,795355,0,0,703,0,16202113005,703,703,162,02,1,13,005,203,2526-14,2526,1300,19091.79862,5384,E,15,10,1,571,,150972.2077,3,0,57,8235.233709,12.86755267,89104,433308,203,BANG ON BUMRUNGJITT LIV TR,4012 LILAC CREEK CT,LAS VEGAS NV 89122-3582, , , , ,891223582, ,1636, ,E,CHARLESTON,BLVD,LV, , , ,PB00020099  B1    L5, ,CHARLESTON SQUARE TRACT #4,PLAT BOOK 2 PAGE 99,LOT 5 BLOCK 1, , , ,2027,1952,20171219, ,2.01712E+12, ,NS,325000,R,20070901, , , ,02,21,61,335000,1, ,0,20582, ,0,0,27067, ,0, ,0, ,0, ,0,0,19439,26546,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16202113005,0, ,162,16202,162021,16202113,162,162021130,021,130,05,89122,3582,001636   E CHARLESTON            BLVDL,0221  61,0002,0099,BANG ON BUMRUNGJITT LIV TR      4012 LILAC CREEK CT             LAS VEGAS NV 89122-3582,001636   E CHARLESTON            BLVD, ,335,365.515971,6718.773438,365.5159709758094
106,127,19,-115.1285781,36.15903095, ,1707,E,Charleston,13935413159,13935413159, ,Green,UK,672,40,0, , , , ,DONREY,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,691881,0,0,703,0,13935413159,703,703,139,35,4,13,159,203,2426-93,2426,600,10938.2623,4547,D,11,2,1,1307,,150972.2077,3,0,57,8235.233709,12.86755267,89104,323603,203,S A LIBERTAD L L C,1707 E CHARLESTON BLVD # D,LAS VEGAS NV 89104, , , , ,891040000, ,1707, ,E,CHARLESTON,BLVD,LV,100, , ,PB00020047PTB7    L1, ,MAYFAIR TRACT #2 AMD,PLAT BOOK 2 PAGE 47,PT LOT 1 BLOCK 7,& PT LOT 2, , ,2027,1950,20150416, ,2.01504E+12, ,NS,290000,M,20150401, , , ,35,20,61,335000,1, ,0,27443, ,0,0,28819, ,0, ,0, ,0, ,0,0,25918,28260,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13935413159,0, ,139,13935,139354,13935413,139,139354131,354,131,59,89104,0,001707   E CHARLESTON            BLVDL,3520  61,0002,0047,S A LIBERTAD L L C              1707 E CHARLESTON BLVD # D      LAS VEGAS NV 89104,001707   E CHARLESTON            BLVD, ,335,411.3156854,8648.046875,411.31568537265935
107,128,18,-115.1248452,36.1597158, ,1800,E,Lewis,13935814001,13935814001, ,Green,UK,288,30,0, , , , ,DONREY,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,540342,0,0,703,0,13935814001,703,703,139,35,8,14,001,203,2426-95,2426,521,11850.17796,4543,D,11,2,1,492,,150972.2077,3,0,57,8235.233709,12.86755267,89101,324773,203,VAZQUEZ LUIS ENRIQUE PEREZ,6823 SIERRA TRAIL,LAS VEGAS NV 89146, , , , ,891460000, ,1800, , ,LEWIS,AVE,LV, , , ,PB00030009        L1, ,LAWRENCE LOVE TRACT,PLAT BOOK 3 PAGE 9,LOT 1, , , ,2027,1952,20230707, ,2.02307E+12, ,NS,330000,R,20230701, , , ,35,20,61,335000,1, ,0,21956, ,0,0,45121, ,0, ,0, ,0, ,0,0,20736,44261,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13935814001,0, ,139,13935,139358,13935814,139,139358140,358,140,01,89146,0,001800     LEWIS                 AVE L,3520  61,0003,0009,VAZQUEZ LUIS ENRIQUE PEREZ      6823 SIERRA TRAIL               LAS VEGAS NV 89146,001800     LEWIS                 AVE, ,335,346.3637849,6796.984375,346.36378485332114
108,129,23,-115.1241259,36.15905766, ,1813,E,Charleston,13935814016,13935814016,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,349612,0,0,703,0,13935814016,703,703,139,35,8,14,016,203,2426-95,2426,521,11850.17796,4543,D,11,2,1,492,,150972.2077,3,0,57,8235.233709,12.86755267,89104,324786,203,GARDEN APARTMENTS L L C SERIES 1,9540 SMILEY CREEK ST,LAS VEGAS NV 89178, , , , ,891780000, ,1813, ,E,CHARLESTON,BLVD,LV, , , ,PB00030009        L17, ,LAWRENCE LOVE TRACT,PLAT BOOK 3 PAGE 9,LOT 17,& VAC RD, , ,2027,1952,20250922, ,2.02509E+12, ,NS,0, , , , , ,35,20,61,150000,9, ,0,55125, ,0,0,30093, ,0, ,0, ,0, ,0,0,53550,29595,0, ,0,0,0,0,0, ,0,0,0,N,20250924,20250924,0, ,13935814016,0, ,139,13935,139358,13935814,139,139358140,358,140,16,89178,0,001813   E CHARLESTON            BLVDL,3520  61,0003,0009,GARDEN APARTMENTS L L C SERIES 19540 SMILEY CREEK ST            LAS VEGAS NV 89178,001813   E CHARLESTON            BLVD, ,150,393.729164,8256.347656,393.72916397092314
